,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Dealer_Region
11678,2023-03-06,Male,13500.0,Clay Johnson Auto Sales,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,78758-7841,Sedan,Austin
11679,2023-03-06,Male,13500.0,C & M Motors Inc,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23000,60504-7114,SUV,Aurora
11680,2023-03-06,Male,950000.0,Scrivener Performance Engineering,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Red,15000,38701-8047,Hardtop,Greenville
11681,2023-03-06,Male,585000.0,Chrysler of Tri-Cities,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Red,14001,99301-3882,SUV,Pasco
11682,2023-03-06,Male,1960000.0,Chrysler Plymouth,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12001,53546-9427,Hatchback,Janesville
11683,2023-03-06,Male,1700000.0,Classic Chevy,Lincoln,Town car,Overhead Camshaft,Manual,Black,17001,85257-3102,Hatchback,Scottsdale
11684,2023-03-06,Male,13500.0,Scrivener Performance Engineering,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,38701-8047,Hardtop,Greenville
11685,2023-03-06,Male,680000.0,Diehl Motor CO Inc,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,06457-3834,Sedan,Middletown
11686,2023-03-06,Male,13500.0,Chrysler Plymouth,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,45001,53546-9427,SUV,Janesville
11687,2023-03-06,Male,765000.0,Classic Chevy,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41001,85257-3102,Passenger,Scottsdale
11688,2023-03-06,Male,1507000.0,Clay Johnson Auto Sales,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13701,78758-7841,Hatchback,Austin
11689,2023-03-06,Female,13500.0,Diehl Motor CO Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,06457-3834,Sedan,Middletown
11690,2023-03-06,Female,2650000.0,Enterprise Rent A Car,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,Sedan,Aurora
11691,2023-03-06,Female,950000.0,Gartner Buick Hyundai Saab,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,38701-8047,Sedan,Greenville
11692,2023-03-06,Male,972500.0,Hatfield Volkswagen,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,33500,99301-3882,Passenger,Pasco
11693,2023-03-06,Male,1015000.0,Ryder Truck Rental and Leasing,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60501,06457-3834,Sedan,Aurora
11694,2023-03-06,Male,13500.0,Saab-Belle Dodge,Ford,Escort,Overhead Camshaft,Manual,Black,11001,60504-7114,Passenger,Greenville
11695,2023-03-06,Male,13500.0,Scrivener Performance Engineering,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39001,38701-8047,Sedan,Pasco
11696,2023-03-06,Male,610000.0,Star Enterprises Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,99301-3882,Hatchback,Janesville
11697,2023-03-06,Female,1450000.0,Suburban Ford,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38001,53546-9427,Sedan,Scottsdale
11698,2023-03-06,Male,3010000.0,Tri-State Mack Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85001,85257-3102,Passenger,Austin
11699,2023-03-06,Male,13500.0,U-Haul CO,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60001,78758-7841,Hatchback,Middletown
11700,2023-03-07,Female,13500.0,Progressive Shippers Cooperative Association No,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,53546-9427,Sedan,Janesville
11701,2023-03-07,Male,1601000.0,Diehl Motor CO Inc,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9100,06457-3834,Hatchback,Middletown
11702,2023-03-07,Male,13500.0,Enterprise Rent A Car,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13001,60504-7114,Hatchback,Aurora
11703,2023-03-07,Male,672000.0,Iceberg Rentals,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,54000,53546-9427,Passenger,Janesville
11704,2023-03-07,Female,825000.0,Progressive Shippers Cooperative Association No,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16001,53546-9427,Passenger,Aurora
11705,2023-03-08,Male,380000.0,Rabun Used Car Sales,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,85257-3102,SUV,Scottsdale
11706,2023-03-08,Female,1400000.0,Race Car Help,Honda,Accord,Overhead Camshaft,Manual,Red,14000,78758-7841,Sedan,Austin
11707,2023-03-08,Male,300000.0,Ryder Truck Rental and Leasing,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,06457-3834,SUV,Middletown
11708,2023-03-08,Male,810000.0,Saab-Belle Dodge,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,60504-7114,Hatchback,Aurora
11709,2023-03-08,Male,13500.0,Scrivener Performance Engineering,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,38701-8047,Sedan,Greenville
11710,2023-03-08,Female,530000.0,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Red,34000,99301-3882,SUV,Pasco
11711,2023-03-08,Male,380000.0,Suburban Ford,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39001,53546-9427,Hatchback,Janesville
11712,2023-03-08,Female,1195000.0,Tri-State Mack Inc,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27501,85257-3102,Hatchback,Austin
11713,2023-03-08,Male,793000.0,U-Haul CO,Subaru,Outback,Overhead Camshaft,Manual,Red,49001,78758-7841,SUV,Austin
11714,2023-03-08,Male,400000.0,Buddy Storbeck's Diesel Service Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31001,06457-3834,SUV,Middletown
11715,2023-03-08,Male,400500.0,C & M Motors Inc,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27501,60504-7114,SUV,Aurora
11716,2023-03-08,Male,797500.0,Capitol KIA,Chevrolet,Lumina,Overhead Camshaft,Manual,Red,12501,38701-8047,Passenger,Greenville
11717,2023-03-08,Male,435000.0,Chrysler of Tri-Cities,Chevrolet,Corvette,Overhead Camshaft,Manual,Black,26001,99301-3882,SUV,Pasco
11718,2023-03-08,Male,559000.0,Enterprise Rent A Car,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,60504-7114,Passenger,Aurora
11719,2023-03-08,Male,13500.0,Gartner Buick Hyundai Saab,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,38701-8047,Passenger,Greenville
11720,2023-03-08,Male,930000.0,Hatfield Volkswagen,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,99301-3882,Sedan,Pasco
11721,2023-03-08,Male,4005000.0,Saab-Belle Dodge,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33500,60504-7114,Hardtop,Aurora
11722,2023-03-08,Male,590000.0,McKinney Dodge Chrysler Jeep,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hatchback,Scottsdale
11723,2023-03-08,Male,920000.0,Motor Vehicle Branch Office,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,78758-7841,Hatchback,Austin
11724,2023-03-08,Male,1100000.0,Nebo Chevrolet,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54000,06457-3834,Sedan,Middletown
11725,2023-03-08,Male,840000.0,New Castle Ford Lincoln Mercury,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21000,60504-7114,Hatchback,Aurora
11726,2023-03-08,Male,860000.0,Pars Auto Sales,BMW,328i,Overhead Camshaft,Manual,Black,69000,38701-8047,Sedan,Greenville
11727,2023-03-08,Male,3470000.0,Gartner Buick Hyundai Saab,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,16000,38701-8047,Hardtop,Greenville
11728,2023-03-08,Male,535000.0,Progressive Shippers Cooperative Association No,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,53546-9427,Hatchback,Janesville
11729,2023-03-08,Male,1080000.0,Rabun Used Car Sales,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,85257-3102,Passenger,Scottsdale
11730,2023-03-08,Male,13500.0,Race Car Help,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,78758-7841,Passenger,Austin
11731,2023-03-08,Male,13500.0,Suburban Ford,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,53546-9427,Hardtop,Janesville
11732,2023-03-08,Male,560000.0,Capitol KIA,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,38701-8047,Hardtop,Greenville
11733,2023-03-08,Male,13500.0,Iceberg Rentals,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19001,53546-9427,Hatchback,Janesville
11734,2023-03-08,Male,13500.0,McKinney Dodge Chrysler Jeep,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,85257-3102,SUV,Scottsdale
11735,2023-03-08,Male,1220000.0,Motor Vehicle Branch Office,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19001,78758-7841,Passenger,Austin
11736,2023-03-08,Male,1375000.0,Nebo Chevrolet,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22501,06457-3834,Hatchback,Middletown
11737,2023-03-08,Male,13500.0,New Castle Ford Lincoln Mercury,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22001,60504-7114,SUV,Aurora
11738,2023-03-08,Male,920000.0,Pars Auto Sales,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20001,38701-8047,SUV,Greenville
11739,2023-03-08,Female,13500.0,Chrysler Plymouth,Infiniti,I30,Overhead Camshaft,Manual,Red,22000,53546-9427,Hardtop,Janesville
11740,2023-03-08,Male,13500.0,Progressive Shippers Cooperative Association No,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,53546-9427,Hatchback,Janesville
11741,2023-03-08,Male,730000.0,Pars Auto Sales,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Red,39000,38701-8047,Hardtop,Greenville
11742,2023-03-08,Male,13500.0,Race Car Help,Ford,Expedition,Overhead Camshaft,Manual,Black,18000,78758-7841,SUV,Austin
11743,2023-03-08,Male,13500.0,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Hatchback,Middletown
11744,2023-03-08,Female,787000.0,McKinney Dodge Chrysler Jeep,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,85257-3102,Hatchback,Scottsdale
11745,2023-03-08,Male,2100000.0,Pars Auto Sales,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,38701-8047,Hardtop,Greenville
11746,2023-03-08,Male,1312000.0,Nebo Chevrolet,Nissan,Quest,Overhead Camshaft,Manual,Black,12200,06457-3834,SUV,Middletown
11747,2023-03-08,Male,890000.0,New Castle Ford Lincoln Mercury,Dodge,Stratus,Overhead Camshaft,Manual,Red,25000,60504-7114,Hatchback,Aurora
11748,2023-03-08,Male,13500.0,Pars Auto Sales,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,38701-8047,Hatchback,Greenville
11749,2023-03-08,Male,2117000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14700,99301-3882,Passenger,Pasco
11750,2023-03-08,Male,1331000.0,Progressive Shippers Cooperative Association No,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13100,53546-9427,Passenger,Janesville
11751,2023-03-08,Male,1800000.0,Rabun Used Car Sales,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28000,85257-3102,Hatchback,Scottsdale
11752,2023-03-08,Male,2513000.0,Race Car Help,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14300,78758-7841,Hatchback,Austin
11753,2023-03-08,Male,13500.0,Ryder Truck Rental and Leasing,Nissan,Xterra,Overhead Camshaft,Manual,Red,31000,06457-3834,Passenger,Middletown
11754,2023-03-08,Male,13500.0,Saab-Belle Dodge,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29000,60504-7114,Passenger,Aurora
11755,2023-03-08,Male,13500.0,Scrivener Performance Engineering,Lexus,LS400,Overhead Camshaft,Manual,Red,25000,38701-8047,Sedan,Greenville
11756,2023-03-08,Male,13500.0,Star Enterprises Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29000,99301-3882,SUV,Pasco
11757,2023-03-08,Female,1665000.0,Rabun Used Car Sales,Lexus,LS400,Overhead Camshaft,Manual,Black,69501,85257-3102,Sedan,Pasco
11758,2023-03-08,Male,13500.0,Race Car Help,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,16001,78758-7841,Passenger,Janesville
11759,2023-03-08,Male,1650000.0,Ryder Truck Rental and Leasing,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31001,06457-3834,Hatchback,Scottsdale
11760,2023-03-08,Male,860000.0,Saab-Belle Dodge,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34001,60504-7114,Sedan,Austin
11761,2023-03-08,Male,13500.0,Scrivener Performance Engineering,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14001,38701-8047,Sedan,Middletown
11762,2023-03-08,Female,655000.0,Star Enterprises Inc,Ford,Expedition,Overhead Camshaft,Manual,Red,22001,99301-3882,SUV,Aurora
11763,2023-03-08,Female,310000.0,Suburban Ford,Audi,A8,Overhead Camshaft,Manual,Red,13001,53546-9427,Passenger,Greenville
11764,2023-03-08,Male,13500.0,Tri-State Mack Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37001,85257-3102,Passenger,Pasco
11765,2023-03-08,Male,515000.0,Chrysler Plymouth,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41001,53546-9427,Hardtop,Janesville
11766,2023-03-08,Male,712500.0,Buddy Storbeck's Diesel Service Inc,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25501,06457-3834,SUV,Scottsdale
11767,2023-03-08,Male,330000.0,Diehl Motor CO Inc,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,06457-3834,Hardtop,Middletown
11768,2023-03-08,Female,985000.0,Capitol KIA,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,38701-8047,SUV,Middletown
11769,2023-03-08,Female,895000.0,Chrysler of Tri-Cities,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,99301-3882,SUV,Aurora
11770,2023-03-09,Female,989000.0,Chrysler Plymouth,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,33001,53546-9427,Passenger,Janesville
11771,2023-03-09,Male,920000.0,Classic Chevy,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19001,85257-3102,SUV,Scottsdale
11772,2023-03-09,Female,450000.0,Clay Johnson Auto Sales,Volvo,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,78758-7841,SUV,Austin
11773,2023-03-09,Male,1172000.0,Diehl Motor CO Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43201,06457-3834,Sedan,Middletown
11774,2023-03-09,Male,1300000.0,Enterprise Rent A Car,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16001,60504-7114,SUV,Aurora
11775,2023-03-09,Male,13500.0,Saab-Belle Dodge,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16000,60504-7114,Hardtop,Aurora
11776,2023-03-09,Male,740000.0,Saab-Belle Dodge,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,60504-7114,Sedan,Aurora
11777,2023-03-09,Female,1860000.0,Race Car Help,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,78758-7841,Hardtop,Austin
11778,2023-03-09,Male,1040000.0,Star Enterprises Inc,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14000,99301-3882,SUV,Pasco
11779,2023-03-09,Male,795000.0,Suburban Ford,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,53546-9427,SUV,Janesville
11780,2023-03-09,Male,382000.0,Saab-Belle Dodge,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19000,60504-7114,Hatchback,Aurora
11781,2023-03-09,Female,545000.0,Scrivener Performance Engineering,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,38701-8047,Passenger,Greenville
11782,2023-03-09,Male,425000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Red,19000,99301-3882,Hardtop,Pasco
11783,2023-03-09,Male,1350000.0,Suburban Ford,Oldsmobile,Cutlass,Overhead Camshaft,Manual,Pale White,41000,53546-9427,Sedan,Janesville
11784,2023-03-09,Male,1280000.0,Tri-State Mack Inc,BMW,528i,Overhead Camshaft,Manual,Pale White,14000,85257-3102,SUV,Scottsdale
11785,2023-03-09,Female,13500.0,Suburban Ford,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,53546-9427,Hatchback,Janesville
11786,2023-03-09,Female,13500.0,Buddy Storbeck's Diesel Service Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16001,06457-3834,Hardtop,Middletown
11787,2023-03-09,Male,2590000.0,U-Haul CO,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19000,78758-7841,Hatchback,Austin
11788,2023-03-09,Male,2625000.0,Progressive Shippers Cooperative Association No,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19500,53546-9427,Hatchback,Janesville
11789,2023-03-09,Male,13500.0,Rabun Used Car Sales,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hatchback,Scottsdale
11790,2023-03-09,Male,1100000.0,Chrysler Plymouth,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Black,28001,53546-9427,Hatchback,Greenville
11791,2023-03-09,Male,1900000.0,Pars Auto Sales,Infiniti,I30,Overhead Camshaft,Manual,Pale White,16001,38701-8047,Hardtop,Greenville
11792,2023-03-09,Male,1310000.0,Saab-Belle Dodge,Volvo,S70,Overhead Camshaft,Manual,Black,22000,60504-7114,Hardtop,Aurora
11793,2023-03-09,Male,520000.0,Diehl Motor CO Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,06457-3834,SUV,Scottsdale
11794,2023-03-09,Male,1640000.0,Tri-State Mack Inc,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,85257-3102,Hardtop,Scottsdale
11795,2023-03-10,Male,1330000.0,Gartner Buick Hyundai Saab,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39001,38701-8047,Sedan,Greenville
11796,2023-03-10,Male,1245000.0,Hatfield Volkswagen,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21500,99301-3882,Sedan,Pasco
11797,2023-03-10,Female,13500.0,Iceberg Rentals,Lexus,GS400,Overhead Camshaft,Manual,Black,53000,53546-9427,Hatchback,Janesville
11798,2023-03-10,Female,515000.0,McKinney Dodge Chrysler Jeep,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,85257-3102,SUV,Scottsdale
11799,2023-03-10,Male,900000.0,Motor Vehicle Branch Office,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,78758-7841,Hatchback,Austin
11800,2023-03-10,Female,650000.0,Nebo Chevrolet,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Sedan,Middletown
11801,2023-03-10,Male,13500.0,New Castle Ford Lincoln Mercury,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Red,17001,60504-7114,Hatchback,Aurora
11802,2023-03-10,Female,1155000.0,Nebo Chevrolet,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22500,06457-3834,Hardtop,Middletown
11803,2023-03-10,Male,13500.0,U-Haul CO,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,78758-7841,SUV,Austin
11804,2023-03-10,Male,590000.0,Ryder Truck Rental and Leasing,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,Hardtop,Middletown
11805,2023-03-10,Female,770000.0,Rabun Used Car Sales,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,85257-3102,Hatchback,Scottsdale
11806,2023-03-10,Male,1170000.0,Progressive Shippers Cooperative Association No,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,53546-9427,SUV,Janesville
11807,2023-03-10,Male,1390000.0,Race Car Help,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,78758-7841,Hardtop,Austin
11808,2023-03-10,Male,1225000.0,Star Enterprises Inc,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25501,99301-3882,Hardtop,Pasco
11809,2023-03-10,Male,1320000.0,Tri-State Mack Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39001,85257-3102,Hardtop,Scottsdale
11810,2023-03-10,Male,13500.0,Progressive Shippers Cooperative Association No,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,53546-9427,Passenger,Janesville
11811,2023-03-10,Male,1825000.0,Rabun Used Car Sales,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20500,85257-3102,Passenger,Scottsdale
11812,2023-03-10,Male,13500.0,Race Car Help,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,78758-7841,SUV,Austin
11813,2023-03-10,Male,2825000.0,Ryder Truck Rental and Leasing,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,06457-3834,Sedan,Middletown
11814,2023-03-10,Male,2825000.0,Saab-Belle Dodge,Chrysler,LHS,Overhead Camshaft,Manual,Black,51500,60504-7114,Hatchback,Aurora
11815,2023-03-10,Female,520000.0,Scrivener Performance Engineering,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,38701-8047,SUV,Greenville
11816,2023-03-10,Male,13500.0,Race Car Help,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,78758-7841,Hatchback,Austin
11817,2023-03-10,Female,397500.0,Enterprise Rent A Car,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18501,60504-7114,Hardtop,Aurora
11818,2023-03-10,Female,3800000.0,Saab-Belle Dodge,Acura,RL,Overhead Camshaft,Manual,Red,17000,60504-7114,SUV,Aurora
11819,2023-03-10,Female,3130000.0,Scrivener Performance Engineering,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,38701-8047,Hatchback,Greenville
11820,2023-03-10,Male,2265000.0,Star Enterprises Inc,Lincoln,Continental,Overhead Camshaft,Manual,Black,18500,99301-3882,Passenger,Pasco
11821,2023-03-10,Female,13500.0,Suburban Ford,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9000,53546-9427,Passenger,Janesville
11822,2023-03-10,Male,13500.0,Gartner Buick Hyundai Saab,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Red,17001,38701-8047,Hardtop,Greenville
11823,2023-03-10,Male,440000.0,Scrivener Performance Engineering,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,38701-8047,Hardtop,Greenville
11824,2023-03-10,Female,1080000.0,Hatfield Volkswagen,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,99301-3882,Passenger,Scottsdale
11825,2023-03-10,Female,1020000.0,Iceberg Rentals,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,22001,53546-9427,Passenger,Austin
11826,2023-03-10,Male,900000.0,McKinney Dodge Chrysler Jeep,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31001,85257-3102,SUV,Middletown
11827,2023-03-10,Male,13500.0,Motor Vehicle Branch Office,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19001,78758-7841,Passenger,Aurora
11828,2023-03-10,Male,862000.0,Nebo Chevrolet,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41001,06457-3834,Hatchback,Greenville
11829,2023-03-10,Female,13500.0,New Castle Ford Lincoln Mercury,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,29001,60504-7114,Hatchback,Pasco
11830,2023-03-11,Male,13500.0,Pars Auto Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16001,38701-8047,SUV,Greenville
11831,2023-03-11,Male,1205000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16501,99301-3882,SUV,Pasco
11832,2023-03-11,Female,775000.0,Progressive Shippers Cooperative Association No,Volvo,S40,Overhead Camshaft,Manual,Red,17001,53546-9427,Sedan,Janesville
11833,2023-03-11,Male,380000.0,Rabun Used Car Sales,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34001,85257-3102,Sedan,Scottsdale
11834,2023-03-11,Male,1095000.0,Race Car Help,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43501,78758-7841,Sedan,Austin
11835,2023-03-11,Male,680000.0,Ryder Truck Rental and Leasing,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Red,15001,06457-3834,Sedan,Middletown
11836,2023-03-11,Male,702000.0,Ryder Truck Rental and Leasing,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Hatchback,Middletown
11837,2023-03-11,Female,13500.0,Saab-Belle Dodge,Volvo,C70,Overhead Camshaft,Manual,Red,82000,60504-7114,Hatchback,Aurora
11838,2023-03-11,Male,575000.0,Scrivener Performance Engineering,Toyota,Sienna,Overhead Camshaft,Manual,Red,19000,38701-8047,Passenger,Greenville
11839,2023-03-11,Male,675000.0,Star Enterprises Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,99301-3882,Hatchback,Pasco
11840,2023-03-11,Male,440000.0,Suburban Ford,BMW,528i,Overhead Camshaft,Manual,Red,29000,53546-9427,SUV,Janesville
11841,2023-03-11,Male,520000.0,Tri-State Mack Inc,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69000,85257-3102,SUV,Scottsdale
11842,2023-03-11,Male,1825000.0,Star Enterprises Inc,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Red,21500,99301-3882,Sedan,Pasco
11843,2023-03-11,Male,328000.0,Suburban Ford,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Red,31000,53546-9427,Hatchback,Janesville
11844,2023-03-11,Male,13500.0,Tri-State Mack Inc,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,85257-3102,Hatchback,Scottsdale
11845,2023-03-11,Female,13500.0,U-Haul CO,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,78758-7841,Hatchback,Austin
11846,2023-03-11,Male,13500.0,Buddy Storbeck's Diesel Service Inc,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,SUV,Middletown
11847,2023-03-11,Male,2016000.0,C & M Motors Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19600,60504-7114,Sedan,Aurora
